nama_jabatan;jf_id;sub_jabatan_id;sub_jabatan_nama;rekom
(Dokter)Dokter Sub Spesialis Patologi Klinik- Endokrinologi dan Metabolisme Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Endokrinologi dan Metabolisme;2
(Dokter)Dokter Sub Spesialis Patologi Klinik- Endokrinologi dan MetabolismeAhli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Endokrinologi dan Metabolisme;2
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi;;1067;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik- HematologiAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hematologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi;;1068;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik- HepatogastroenterologiAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Hepatogastroenterologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi;;1069;;3
(Dokter)Dokter Sub Spesialis Patologi Klinik- ImunologiAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi;0
(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- ImunologiAhli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Imunologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Infeksi ;;1070;;3
(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi;0
(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Infeksi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular;;1071;;2
(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular;0
(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular;0
(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Kardioserebrovaskular;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi;;1072;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Nefrologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi;;1073;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- OnkologiAhli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi;1
(Dokter)Dokter Sub Spesialis Patologi Klinik- OnkologiAhli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Patologi Klinik- Onkologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi;;882;;19
(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi;6
(Dokter)Dokter Sub Spesialis Penyakit Dalam- GastroenterohepatologiAhli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi;5
(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam- Gastroenterohepatologi;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik;;881;;13
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Alergi Immunologi Klinik;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes;;887;;11
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan DiabetesAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan DiabetesAhli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Endokrin Metabolik dan Diabetes;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi;;883;;8
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal HipertensiAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi;0
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal HipertensiAhli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Ginjal Hipertensi;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik;;884;;7
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik;0
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi- Onkologi Medik;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular;;886;;7
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Kardiovaskular;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi;;891;;10
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi Ahli Utama;"A5EB03E23F47F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi Ahli Madya;"A5EB03E23F48F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi Ahli Pertama;"A5EB03E23F4AF6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik- Infeksi;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi;;889;;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi Ahli Madya;"A5EB03E23F48F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Pulmonologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi;;890;;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi Ahli Madya;"A5EB03E23F48F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Penyakit Dalam-Reumatologi;1
(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher;;943;;7
(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher Ahli Utama;"A5EB03E23F47F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher;1
(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher Ahli Madya;"A5EB03E23F48F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher;1
(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher;3
(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher Ahli Pertama;"A5EB03E23F4AF6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Radiologi- Neuroradiologi dan Kepala Leher;2
(Dokter)Dokter Sub Spesialis Radiologi- Abdomen;;942;;4
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Abdomen;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional;;941;;6
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Intervensional;3
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax;;939;;4
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax;1
(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Radiologi- Radiologi Thorax;1
(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology;;1077;;2
(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology;0
(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology;0
(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology;1
(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Functional, Female, and Neurourology;1
(Dokter)Dokter Sub Spesialis Urologi- Pediatrik;;1079;;2
(Dokter)Dokter Sub Spesialis Urologi- Pediatrik Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Pediatrik;0
(Dokter)Dokter Sub Spesialis Urologi- Pediatrik Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Pediatrik;0
(Dokter)Dokter Sub Spesialis Urologi- Pediatrik Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Pediatrik;1
(Dokter)Dokter Sub Spesialis Urologi- Pediatrik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Pediatrik;1
(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi;;1081;;3
(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi;0
(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi;1
(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi;1
(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Urologi- Trauma dan Rekonstruksi;1
Administrator Kesehatan;;"ff8080813aac1b9d013ab5f0f18c69c3
";;173
Administrator Kesehatan Ahli Utama;"ff8080814f24eac1014f25d35fd60a57
";;Administrator Kesehatan;0
Administrator Kesehatan Ahli Madya;"A5EB03E23F55F6A0E040640A040252AD
";;Administrator Kesehatan;15
Administrator Kesehatan Ahli Muda;"A5EB03E23F56F6A0E040640A040252AD
";;Administrator Kesehatan;42
Administrator Kesehatan Ahli Pertama;"A5EB03E23F57F6A0E040640A040252AD
";;Administrator Kesehatan;116
Apoteker;;"A418D76DFCBAB891E040640A04021940
";;340
Apoteker Ahli Utama;"A5EB03E23E3CF6A0E040640A040252AD
";;Apoteker;15
Apoteker Ahli Madya;"A5EB03E23EC6F6A0E040640A040252AD
";;Apoteker;34
Apoteker Ahli Muda;"A5EB03E23E3EF6A0E040640A040252AD
";;Apoteker;96
Apoteker Ahli Pertama;"A5EB03E23EC7F6A0E040640A040252AD
";;Apoteker;195
Asisten Apoteker ;;"A418D76DFCBBB891E040640A04021940
";;899
Asisten Apoteker  Mahir;"A5EB03E23E2BF6A0E040640A040252AD
";;Asisten Apoteker ;125
Asisten Apoteker Terampil ;"A5EB03E23E2CF6A0E040640A040252AD
";;Asisten Apoteker ;630
Asisten Apoteker  Penyelia ;"A5EB03E23E2AF6A0E040640A040252AD
";;Asisten Apoteker ;67
Asisten Penata Anastesi;;"81811D87D957099AE050640A29037EBF
";;77
Asisten Penata Anastesi Mahir;"88D10C55890AAEECE050640A29037FE4
";;Asisten Penata Anastesi;21
Asisten Penata Anastesi Terampil ;"88D10C55890CAEECE050640A29037FE4
";;Asisten Penata Anastesi;34
Asisten Penata Anastesi  Penyelia ;"88D10C55890BAEECE050640A29037FE4
";;Asisten Penata Anastesi;22
Entomolog kesehatan ;;"A418D76DFCE5B891E040640A04021940
";;11
Entomolog kesehatan Ahli Utama;"09b9513a58da4c94a614a895f148c690
";;Entomolog kesehatan;0
Entomolog kesehatan Ahli Madya;"A5EB03E23F4BF6A0E040640A040252AD
";;Entomolog kesehatan;0
Entomolog kesehatan Ahli Muda;"A5EB03E23F4CF6A0E040640A040252AD
";;Entomolog kesehatan;1
Entomolog kesehatan Ahli Pertama;"A5EB03E23F4DF6A0E040640A040252AD
";;Entomolog kesehatan;4
Entomolog kesehatan Mahir;"A5EB03E23F4FF6A0E040640A040252AD
";;Entomolog kesehatan;2
Entomolog kesehatan Terampil ;"A5EB03E23F50F6A0E040640A040252AD
";;Entomolog kesehatan;2
 Entomolog kesehatan Penyelia;"A5EB03E23F4EF6A0E040640A040252AD
";;Entomolog kesehatan;2
Bidan;;"A418D76DFCBFB891E040640A04021940
";;824
Bidan Ahli Utama;"ff8080814f24eac1014f25d486500b63
";;Bidan;9
Bidan Ahli Madya;"A5EB03E23E0FF6A0E040640A040252AD
";;Bidan;31
Bidan Ahli Muda;"A5EB03E23E10F6A0E040640A040252AD
";;Bidan;44
Bidan Ahli Pertama;"A5EB03E23E11F6A0E040640A040252AD
";;Bidan;93
Bidan Mahir;"A5EB03E23EC3F6A0E040640A040252AD
";;Bidan;198
Bidan Terampil ;"A5EB03E23EC4F6A0E040640A040252AD
";;Bidan;306
Bidan Penyelia;"A5EB03E23EC2F6A0E040640A040252AD
";;Bidan;143
Dokter;;1;;359
Dokter Ahli Utama;"A5EB03E23F47F6A0E040640A040252AD
";;Dokter;15
Dokter Ahli Madya;"A5EB03E23F48F6A0E040640A040252AD
";;Dokter;36
Dokter Ahli Muda;"A5EB03E23F49F6A0E040640A040252AD
";;Dokter;89
Dokter Ahli Pertama;"A5EB03E23F4AF6A0E040640A040252AD
";;Dokter;219
Dokter Gigi;;36;;53
Dokter Gigi Ahli Utama;"A5EB03E24047F6A0E040640A040252AD
";;Dokter Gigi;12
Dokter Gigi Ahli Madya;"A5EB03E24048F6A0E040640A040252AD
";;Dokter Gigi;14
Dokter Gigi Ahli Muda;"A5EB03E24049F6A0E040640A040252AD
";;Dokter Gigi;13
Dokter Gigi Ahli Pertama;"A5EB03E2404AF6A0E040640A040252AD
";;Dokter Gigi;14
Dokter Pendidik Klinis;;;;304
Dokter Pendidik KlinisAhli Utama;"8ae482893580790801358a1d4e894924
";;Dokter Pendidik Klinis;108
Dokter Pendidik Klinis Ahli Madya;"8ae482893580790801358a1ce498491c
";;Dokter Pendidik Klinis;73
Dokter Pendidik Klinis Ahli Muda;"8ae482893580790801358a1c75124915
";;Dokter Pendidik Klinis;79
Dokter Pendidik Klinis Ahli Pertama;"8ae482893580790801358a1bdc22490a
";;Dokter Pendidik Klinis;44
Epidemiolog Kesehatan;;"A418D76DFCE9B891E040640A04021940
";;29
Epidemiolog Kesehatan Ahli Utama;2d6f83861dce430db06f40efe8bb984b;;Epidemiolog Kesehatan;0
Epidemiolog Kesehatan Ahli Madya;A5EB03E23EF5F6A0E040640A040252AD;;Epidemiolog Kesehatan;0
Epidemiolog Kesehatan Ahli Muda;"A5EB03E23EF6F6A0E040640A040252AD
";;Epidemiolog Kesehatan;8
Epidemiolog Kesehatan Ahli Pertama;"A5EB03E23EF7F6A0E040640A040252AD
";;Epidemiolog Kesehatan;17
Epidemiolog Kesehatan Mahir;"A5EB03E23EF9F6A0E040640A040252AD
";;Epidemiolog Kesehatan;0
Epidemiolog Kesehatan Penyelia ;"A5EB03E23EF8F6A0E040640A040252AD
";;Epidemiolog Kesehatan;0
